mes referencia        ano referencia        nome        área        nome do gestor        data inicio        data termino        Quant. Dias
dezembro        2023        David Lambertson        experience        Skalith        9/8/2023        10/14/2023        29
novembro        2023        Shelly Petriello        produção        Skyndu        7/8/2023        5/25/2023        16
dezembro        2024        Hartley Dodgshon        produção        Rhynyx        12/10/2023        12/1/2023        4
maio        2024        Gerri Swayland        negócios        Gabtype        6/19/2023        12/29/2023        27
maio        2023        Claudetta Stratiff        negócios        Dabshots        6/29/2023        5/14/2023        20
maio        2023        Allix Blindmann        criação        Devpoint        6/6/2023        12/21/2023        26
novembro        2024        Jessica Badam        cultura e talentos        Browseblab        7/28/2023        9/27/2023        25
novembro        2024        Sonni Lindback        produção        Quatz        11/27/2023        1/12/2024        17
maio        2023        Tonye Reye        facilities cardinia        Vinte        10/5/2023        7/14/2023        9
dezembro        2024        Fan Skelly        experience        Yata        7/23/2023        11/30/2023        22
novembro        2024        Lucas Petrussi        produção        Skynoodle        4/18/2023        7/9/2023        19
janeiro        2024        Carce Cadore        cultura e talentos        Gigaclub        7/10/2023        11/7/2023        1
dezembro        2023        Dennie Leighfield        planejamento        Devpoint        1/31/2024        7/25/2023        9
novembro        2023        Rozele Geffen        facilities cardinia        Jaloo        9/2/2023        5/19/2023        30
novembro        2023        Laurette Mereweather        planejamento        Teklist        6/8/2023        1/11/2024        16
dezembro        2023        Aida Short        negócios        Muxo        1/11/2024        10/29/2023        29
novembro        2024        Correna Idale        criação        Topiczoom        9/16/2023        11/3/2023        7
maio        2024        Turner Forseith        criação        Tagcat        9/21/2023        7/16/2023        22
novembro        2024        Klarika De Biasio        cardinia facilities        Voonder        6/23/2023        12/28/2023        7
dezembro        2023        Dewitt Bough        cardinia facilities        Photolist        4/15/2023        10/29/2023        9
janeiro        2024        Madeline Rahlof        experience        Topiclounge        10/8/2023        7/7/2023        5
maio        2024        Corby Luis        facilities cardinia        Devbug        11/30/2023        4/26/2023        11
janeiro        2024        Hanni Gunning        cardinia facilities        Aimbo        9/11/2023        1/5/2024        1
maio        2024        Starlin Elegood        produção        Twitterworks        9/11/2023        6/28/2023        11
janeiro        2023        Nisse Togwell        produção        Avavee        12/1/2023        8/16/2023        13
novembro        2024        Marigold Dudeney        cultura e talentos        Fivebridge        1/20/2024        4/7/2023        25
dezembro        2023        Willette Bircher        planejamento        Quaxo        7/15/2023        10/23/2023        2
dezembro        2024        Ruperto Allderidge        produção        Linkbridge        8/28/2023        10/24/2023        20
novembro        2023        Thelma Mityushkin        negócios        Fivebridge        8/27/2023        8/28/2023        26
novembro        2023        Mattie Cadell        cultura e talentos        Devshare        11/10/2023        4/14/2023        26
dezembro        2024        Laurel McEvay        cultura e talentos        Youbridge        10/17/2023        7/11/2023        22
maio        2023        Thoma Piell        criação        Vimbo        12/1/2023        1/23/2024        24
novembro        2024        Juline MacKerley        experience        Yozio        11/6/2023        11/6/2023        29
janeiro        2023        Jerrome Dallander        planejamento        Eidel        5/26/2023        4/20/2023        27
janeiro        2023        Tierney Flaonier        planejamento        Tavu        12/13/2023        12/22/2023        14
janeiro        2023        Aguie Reinhart        midia        Demizz        4/21/2023        5/3/2023        28
dezembro        2023        Jasun Keyzor        facilities cardinia        Trudeo        7/6/2023        5/31/2023        8
dezembro        2023        Trudy Sreenan        criação        Rooxo        1/1/2024        8/25/2023        16
dezembro        2023        Shelley Roake        planejamento        Voolia        5/28/2023        12/23/2023        13
dezembro        2023        Sandra Frewer        planejamento        Dynava        10/23/2023        9/18/2023        27
dezembro        2023        Morry Cooke        midia        Reallinks        1/18/2024        5/27/2023        11
maio        2024        Raffaello Georgiev        negócios        Oyoloo        6/9/2023        10/14/2023        27
maio        2024        Myrle MacChaell        planejamento        Twitterbeat        4/18/2023        8/3/2023        14
dezembro        2023        Alidia Brown        negócios        Quimba        4/12/2023        9/9/2023        27
maio        2023        Meryl Coy        criação        Quatz        12/31/2023        11/5/2023        29
maio        2024        Bambi Keiling        criação        Twiyo        8/3/2023        4/23/2023        1
novembro        2024        Bronny Rozycki        experience        Thoughtstorm        10/20/2023        12/22/2023        13
maio        2024        Augustus Westwater        facilities cardinia        Oyoloo        5/22/2023        9/19/2023        4
dezembro        2024        Curt Pallesen        negócios        Vitz        5/16/2023        1/20/2024        5
janeiro        2024        Bellanca Hollyland        cardinia facilities        Vipe        7/19/2023        4/27/2023        5
janeiro        2024        Dev Blasius        facilities cardinia        Twiyo        1/27/2024        5/15/2023        24
maio        2024        Marcille Gateley        midia        Ozu        12/23/2023        11/15/2023        4
novembro        2024        Sarena Goodlett        midia        Livepath        11/18/2023        7/3/2023        29
dezembro        2023        Randal Haymes        produção        Zazio        9/30/2023        5/28/2023        1
janeiro        2024        Branden Dyster        facilities cardinia        Lazzy        4/13/2023        10/3/2023        18
janeiro        2023        Michaeline Mosedall        cultura e talentos        Tagcat        7/5/2023        7/2/2023        20
janeiro        2023        Mae Adnam        experience        Skaboo        12/1/2023        6/12/2023        5
dezembro        2023        Corry Sibley        cardinia facilities        Thoughtbridge        12/26/2023        10/21/2023        21
novembro        2023        Vernon Soper        midia        Tambee        7/2/2023        1/16/2024        23
maio        2023        Neall Minmagh        planejamento        Aimbu        1/29/2024        8/8/2023        26
dezembro        2023        Melina Quarlis        criação        Jayo        8/5/2023        10/30/2023        27
janeiro        2023        Walliw Dawkins        produção        Aimbo        9/28/2023        5/23/2023        25
dezembro        2024        Rosco Pilch        planejamento        Rhynoodle        1/16/2024        6/19/2023        5
maio        2024        Francoise Fancett        cardinia facilities        Wikizz        4/27/2023        10/1/2023        29
dezembro        2023        Barbaraanne Grzelczyk        planejamento        Lajo        12/16/2023        9/11/2023        11
novembro        2024        Ronnie Hunter        criação        Zoonder        4/7/2023        7/5/2023        18
novembro        2024        Mamie Labrenz        cardinia facilities        Kanoodle        12/4/2023        12/7/2023        20
novembro        2024        Jacquenette Jankiewicz        facilities cardinia        Edgeblab        7/2/2023        5/9/2023        8
maio        2024        Welbie Pughsley        experience        Thoughtstorm        7/12/2023        8/8/2023        4
dezembro        2023        Binny Altree        midia        Brainverse        9/19/2023        4/23/2023        1
janeiro        2023        Jilly Inchboard        criação        Brightbean        4/5/2023        1/6/2024        27
dezembro        2023        Mersey Vaugham        cultura e talentos        Yotz        6/12/2023        8/10/2023        6
dezembro        2024        Trixie Redgewell        cultura e talentos        Yakitri        7/23/2023        6/13/2023        29
janeiro        2024        Teodoro Scales        experience        Bubblebox        12/21/2023        10/9/2023        14
janeiro        2024        Juditha Bickerdike        produção        Dabshots        11/13/2023        6/17/2023        23
novembro        2024        Ulick Hlavecek        midia        Skiba        10/27/2023        7/5/2023        28
janeiro        2023        Hewe Darridon        planejamento        Topicshots        9/9/2023        5/22/2023        16
dezembro        2023        Debee Nester        experience        Katz        4/8/2023        4/6/2023        6
janeiro        2023        Dougy Lampe        facilities cardinia        Katz        10/7/2023        8/27/2023        15
janeiro        2024        Avram Dubock        facilities cardinia        Agivu        5/24/2023        1/6/2024        13
janeiro        2023        Dana Blackeby        produção        Edgeblab        10/24/2023        9/21/2023        15
novembro        2023        Kellen Arkley        cultura e talentos        Linklinks        10/16/2023        8/17/2023        16
dezembro        2023        Nikita Agirre        cultura e talentos        Thoughtstorm        12/1/2023        6/17/2023        25
janeiro        2023        Ephraim Whittier        experience        Kwideo        1/22/2024        6/28/2023        17
maio        2023        Gabbi Ashplant        produção        Meembee        8/15/2023        10/14/2023        17
dezembro        2023        Ferne Mion        criação        Muxo        12/22/2023        5/24/2023        11
janeiro        2023        Wain Burr        cultura e talentos        Rhycero        7/2/2023        12/5/2023        18
novembro        2024        Morna Massinger        produção        Mycat        10/25/2023        11/1/2023        28
dezembro        2023        Laurena Cubbit        produção        Shuffletag        11/22/2023        6/26/2023        3
janeiro        2024        Miof mela McArte        produção        Topicshots        5/1/2023        1/2/2024        20
novembro        2023        Zerk McWhorter        planejamento        Riffpath        11/1/2023        11/4/2023        24
maio        2023        Kalina Toffanelli        cultura e talentos        Dabvine        6/14/2023        6/10/2023        26
dezembro        2024        Rianon Senescall        negócios        Thoughtmix        12/21/2023        8/25/2023        15
dezembro        2024        Fairlie Filmer        negócios        Gabtype        11/4/2023        8/5/2023        5
novembro        2023        Dunn O'Connel        criação        Meejo        1/14/2024        8/12/2023        21
novembro        2023        Oby O'Duilleain        experience        Eabox        7/13/2023        10/30/2023        24
dezembro        2024        Kenyon Whopples        cultura e talentos        Wordtune        4/24/2023        9/23/2023        24
novembro        2024        Richmond Beckles        experience        Trilith        12/4/2023        1/18/2024        5
novembro        2023        Leticia Eliesco        cultura e talentos        Thoughtmix        7/20/2023        6/8/2023        30
janeiro        2024        Hadlee Minghetti        cardinia facilities        Tambee        12/6/2023        12/20/2023        1
maio        2023        Eveline Bourgour        cultura e talentos        Eazzy        1/18/2024        4/23/2023        26
dezembro        2023        Sissie Potteril        criação        Quamba        1/5/2024        12/6/2023        18
novembro        2024        Em Van der Kruis        experience        Wordware        10/21/2023        6/25/2023        19
novembro        2023        Leroi Hamer        planejamento        Rooxo        10/23/2023        9/28/2023        12
novembro        2024        Yolanda Antyshev        criação        Browsezoom        6/16/2023        9/1/2023        4
maio        2024        Keir Carnew        criação        Wordify        1/14/2024        7/1/2023        3
dezembro        2024        Kali Ander        negócios        Topicware        11/30/2023        12/5/2023        30
novembro        2023        Lotty Greenland        experience        Twitterlist        5/3/2023        5/26/2023        8
dezembro        2024        Silvie Hollyar        produção        Dabvine        1/7/2024        8/26/2023        17
dezembro        2023        Lonni Bissatt        negócios        Aibox        9/7/2023        8/5/2023        1
janeiro        2023        Delila Charpling        cardinia facilities        Oyonder        5/27/2023        1/3/2024        11
maio        2023        Thaine Brimblecombe        midia        Livefish        10/26/2023        9/30/2023        29
dezembro        2023        Frannie Swancott        produção        Twinte        1/4/2024        4/27/2023        7
maio        2024        Germaine Frape        planejamento        Viva        12/1/2023        6/7/2023        15
dezembro        2023        Obidiah Welford        cardinia facilities        Kayveo        12/1/2023        7/31/2023        28
dezembro        2024        Elisabet Dumphy        negócios        Feedfire        6/27/2023        9/27/2023        26
janeiro        2024        Khalil Yarwood        planejamento        Kayveo        11/24/2023        9/21/2023        28
dezembro        2024        Tandi Proback        cardinia facilities        Thoughtmix        10/30/2023        9/17/2023        16
dezembro        2023        Rebe Farrans        criação        Babbleset        4/8/2023        8/17/2023        29
novembro        2023        Orelia Windham        criação        Dynabox        10/6/2023        10/6/2023        23
janeiro        2023        Myranda Kanter        midia        Browsetype        12/28/2023        4/16/2023        27
maio        2023        Davy Glidder        cardinia facilities        Blognation        1/15/2024        6/8/2023        6
dezembro        2024        Langston Correa        cardinia facilities        Avamba        7/26/2023        12/14/2023        7
janeiro        2023        Ferdinande Blackman        midia        Browsetype        7/28/2023        1/21/2024        18
dezembro        2023        Judye Valero        midia        Oyonder        7/18/2023        8/29/2023        13
novembro        2023        Jonas Bladon        facilities cardinia        Zoomzone        9/13/2023        4/29/2023        11
janeiro        2023        Rosana MacCawley        planejamento        Rhynoodle        4/7/2023        12/14/2023        26
novembro        2024        Loleta Evers        planejamento        LiveZ        7/12/2023        10/18/2023        30
maio        2024        Torey Adan        midia        Youspan        8/28/2023        4/30/2023        4
dezembro        2024        Dacie Deluca        facilities cardinia        Wikivu        1/15/2024        11/1/2023        8
maio        2024        Griselda Showalter        planejamento        Gigabox        6/6/2023        10/5/2023        19
novembro        2023        Kim Britner        facilities cardinia        Kanoodle        10/20/2023        11/24/2023        19
maio        2024        Leon Mynard        produção        Gabspot        5/29/2023        12/17/2023        13
maio        2023        Quinn Antonijevic        experience        Aibox        11/24/2023        7/26/2023        0
janeiro        2024        Albina Brounsell        negócios        Voonte        9/15/2023        8/15/2023        8
novembro        2023        Hertha Masters        facilities cardinia        Linkbuzz        11/16/2023        1/11/2024        0
maio        2023        Marven Mintram        planejamento        Tagcat        11/16/2023        4/14/2023        16
novembro        2024        Tara Ruusa        cardinia facilities        Edgeblab        4/21/2023        7/18/2023        16
novembro        2023        Mead Clemerson        negócios        Shuffletag        5/27/2023        4/18/2023        5
maio        2024        Greta Pren        produção        Thoughtworks        7/7/2023        10/3/2023        14
dezembro        2024        Alyce Vondra        planejamento        Divanoodle        1/23/2024        9/25/2023        30
maio        2023        Ervin Kermott        midia        Devcast        4/5/2023        11/20/2023        0
dezembro        2024        Florinda Peacey        produção        Riffwire        9/20/2023        4/10/2023        2
novembro        2024        Chet Coenraets        midia        Wordware        1/13/2024        10/19/2023        14
janeiro        2024        Haydon Algore        midia        Fivespan        7/13/2023        1/18/2024        23
novembro        2023        Carter Huston        planejamento        Fivespan        1/31/2024        11/23/2023        6
novembro        2024        Lucina Headey        facilities cardinia        Rhyloo        1/11/2024        8/1/2023        29
maio        2024        Raimund Wraighte        planejamento        Voonte        6/27/2023        5/28/2023        23
dezembro        2023        Cecilius Lukasen        planejamento        Browsedrive        10/28/2023        1/11/2024        23
janeiro        2023        Natalya Bollans        negócios        Dynazzy        6/26/2023        7/19/2023        5
maio        2024        Mariska Klimpke        midia        Youspan        4/25/2023        11/8/2023        16
maio        2023        La verne Awin        cardinia facilities        Wordtune        12/7/2023        12/1/2023        1
dezembro        2023        Jazmin Farr        planejamento        Kare        10/16/2023        6/17/2023        18
maio        2023        Jakie Treffrey        criação        Meemm        5/26/2023        8/18/2023        10
dezembro        2023        Ade Habbershon        midia        Jetwire        6/4/2023        7/28/2023        20
maio        2023        Tamiko Hun        cardinia facilities        Innotype        10/15/2023        11/14/2023        16
novembro        2023        Carolynn Halley        negócios        Skibox        4/13/2023        8/15/2023        27
novembro        2023        Ellette Seater        facilities cardinia        Twitterworks        9/18/2023        11/8/2023        28
maio        2024        Gusella Preon        cultura e talentos        Einti        5/5/2023        7/1/2023        30
janeiro        2024        Reeba Island        midia        Thoughtsphere        9/29/2023        7/12/2023        25
maio        2023        Tedda Winning        cardinia facilities        Blogpad        9/12/2023        9/15/2023        19
maio        2023        Bethany Reilingen        produção        Zooveo        6/8/2023        10/22/2023        27
janeiro        2023        Bethanne Comar        negócios        Roombo        7/13/2023        5/5/2023        27
maio        2023        Dehlia Arnason        produção        Mydeo        10/28/2023        4/23/2023        6
novembro        2023        Kyrstin Magrannell        midia        JumpXS        1/5/2024        4/12/2023        9
dezembro        2024        Gerladina Goodwin        criação        Dabjam        6/19/2023        1/7/2024        0
maio        2024        Thea Walkey        cardinia facilities        Oyoyo        9/17/2023        7/24/2023        30
dezembro        2023        Roanne Kinchington        cardinia facilities        Thoughtworks        10/1/2023        5/25/2023        25
novembro        2024        Meris McGing        facilities cardinia        Devshare        8/4/2023        5/3/2023        2
novembro        2023        Hatti Porritt        criação        Youfeed        8/9/2023        5/18/2023        19
janeiro        2024        Miles Moors        cardinia facilities        Blogtags        6/22/2023        5/18/2023        7
janeiro        2023        Marlow Stanlack        cultura e talentos        Gabcube        4/26/2023        5/1/2023        13
dezembro        2024        Raimundo Thomsen        criação        Skalith        12/6/2023        8/22/2023        6
dezembro        2023        Cyrille Hart        criação        Rhynoodle        9/7/2023        6/3/2023        10
maio        2024        Roch Mc Giffin        negócios        Zooxo        8/6/2023        5/14/2023        9
maio        2024        Merell Woodson        cultura e talentos        Realmix        7/27/2023        8/16/2023        9
dezembro        2024        Delmar Grzelczyk        planejamento        Zoovu        1/14/2024        6/30/2023        11
janeiro        2024        Samaria Oxnam        negócios        Minyx        6/10/2023        12/17/2023        13
dezembro        2024        Brittani Flecknell        experience        Twitterlist        9/18/2023        8/29/2023        25
janeiro        2024        Joete Martschke        cultura e talentos        Wordpedia        11/30/2023        6/27/2023        0
dezembro        2024        Brigida Dashkov        planejamento        Katz        8/9/2023        9/30/2023        26
janeiro        2023        Brigida Lorait        produção        Lazz        6/30/2023        10/25/2023        3
janeiro        2024        Chloris Shurrock        negócios        Yabox        12/15/2023        10/7/2023        4
janeiro        2024        Flemming Fyall        facilities cardinia        Wikibox        10/12/2023        11/4/2023        25
maio        2023        Consuela Goosey        experience        Jamia        9/22/2023        1/24/2024        23
novembro        2024        Vick Wooland        negócios        Photofeed        9/3/2023        4/24/2023        14
novembro        2024        Jock Tinto        planejamento        Voonyx        8/6/2023        1/17/2024        5
dezembro        2023        Dougie Stuckford        produção        Quamba        11/7/2023        8/7/2023        0
maio        2023        Aurea Privost        cultura e talentos        Youfeed        12/21/2023        11/20/2023        15
maio        2023        Jewell Robottham        produção        Podcat        8/23/2023        6/10/2023        12
maio        2024        Aubrey Screas        midia        Meemm        7/15/2023        12/22/2023        27
novembro        2023        Darlleen Shufflebotham        negócios        Voomm        11/16/2023        8/21/2023        0
janeiro        2024        Bartolemo Cridge        produção        Plajo        12/17/2023        4/29/2023        17
novembro        2024        Freeman Jowers        cultura e talentos        Dynabox        12/17/2023        4/5/2023        11
dezembro        2024        Ethe Friedlos        cultura e talentos        Thoughtstorm        6/2/2023        7/15/2023        30
janeiro        2024        Nikolai Chittey        experience        Plajo        7/19/2023        5/8/2023        8
novembro        2024        Katuscha Hurdedge        cardinia facilities        Zazio        1/7/2024        5/15/2023        28
novembro        2023        Aleta Baumber        produção        Bubbletube        9/11/2023        9/20/2023        21
janeiro        2023        Minna Weeke        negócios        Photospace        12/16/2023        9/3/2023        7
novembro        2024        Rora Proppers        cultura e talentos        Geba        4/15/2023        9/28/2023        24
janeiro        2023        Jacqui Lepere        criação        Avamm        8/26/2023        5/5/2023        14
janeiro        2024        Avigdor Pyott        experience        Tazz        10/2/2023        9/2/2023        27
maio        2024        Hadlee Pedrozzi        cultura e talentos        Jayo        1/31/2024        4/16/2023        4
novembro        2024        Noami Benedettini        midia        Lajo        9/24/2023        4/17/2023        1
dezembro        2024        Jacinta Yeo        negócios        Yambee        12/3/2023        8/8/2023        9
janeiro        2023        Waldo Risbridge        produção        Quimba        10/26/2023        4/21/2023        14
maio        2023        Claudio Nulty        criação        Flashpoint        12/11/2023        12/11/2023        7
novembro        2024        Ambrosio Sandwick        cultura e talentos        Zoonder        7/9/2023        5/27/2023        29
novembro        2024        Ange Flett        facilities cardinia        Zoombeat        1/6/2024        5/31/2023        9
maio        2023        Cristi Swatland        midia        Skimia        6/7/2023        8/7/2023        29
janeiro        2024        Quintina Standrin        planejamento        Brainbox        5/18/2023        7/22/2023        18
janeiro        2024        Darby Schutt        cultura e talentos        Yadel        12/29/2023        5/12/2023        18
novembro        2024        Karola Zorzi        criação        Topdrive        4/7/2023        10/17/2023        23
maio        2024        Em Couling        experience        Skinder        6/14/2023        9/21/2023        22
dezembro        2024        North Benjefield        cardinia facilities        Jabberbean        12/10/2023        8/15/2023        23
novembro        2024        Slade Oswell        facilities cardinia        Pixope        1/14/2024        12/15/2023        30
maio        2023        Katie Batten        cardinia facilities        Jayo        5/12/2023        8/11/2023        22
maio        2023        Jarid Cuolahan        experience        Yombu        7/3/2023        6/4/2023        8
novembro        2024        Rosanna Cleiment        facilities cardinia        Pixonyx        12/8/2023        8/7/2023        12
novembro        2023        Marybeth Zamorano        facilities cardinia        Ooba        12/9/2023        12/25/2023        12
janeiro        2024        Brandyn Stainton        criação        Pixonyx        11/9/2023        10/9/2023        8
janeiro        2024        Skipton Poel        facilities cardinia        Devpulse        10/13/2023        5/7/2023        7
janeiro        2023        Angelico Risborough        planejamento        Buzzshare        8/14/2023        8/29/2023        8
maio        2024        Adelice Van der Son        negócios        Tekfly        9/26/2023        5/1/2023        5
novembro        2023        Gail Freckingham        negócios        Jabberstorm        9/15/2023        11/22/2023        4
novembro        2024        Wendel MacGrath        midia        Janyx        4/24/2023        9/14/2023        16
maio        2023        Biron Petrolli        negócios        Blognation        9/3/2023        8/8/2023        12
dezembro        2024        Ermentrude Garces        planejamento        Yoveo        5/13/2023        12/14/2023        22
dezembro        2023        Grady Stabbins        produção        Ailane        8/17/2023        6/22/2023        19
maio        2024        Jeffry Betterton        negócios        Riffwire        4/28/2023        8/31/2023        11
janeiro        2023        Nani Gronous        cultura e talentos        Myworks        10/8/2023        6/4/2023        19
maio        2024        Crysta Blanshard        cardinia facilities        Devpoint        9/5/2023        8/19/2023        3
novembro        2023        Mollie Jentet        planejamento        Katz        11/5/2023        9/2/2023        7
janeiro        2024        Lyssa Handley        facilities cardinia        Mydo        1/22/2024        8/24/2023        11
maio        2023        Vernice Cradduck        produção        Mycat        11/28/2023        5/24/2023        28
novembro        2023        Yanaton Chittock        facilities cardinia        Browsetype        6/16/2023        12/26/2023        26
dezembro        2023        Armin Knolles-Green        produção        DabZ        4/16/2023        12/20/2023        4
maio        2023        Courtnay Griswood        cultura e talentos        Linkbuzz        5/29/2023        1/12/2024        1
dezembro        2024        Abigale Chappell        negócios        Eayo        7/19/2023        11/27/2023        10
novembro        2023        Barny Caccavari        negócios        Centizu        1/5/2024        11/16/2023        23
maio        2024        Ursuline Eveque        criação        Meemm        5/13/2023        12/20/2023        5
novembro        2024        Harald Jaycock        cultura e talentos        Midel        1/23/2024        11/19/2023        17
novembro        2023        Fernando Ragbourne        cardinia facilities        Thoughtmix        12/1/2023        11/20/2023        15
novembro        2023        Malissa Dodsley        produção        Voolith        6/9/2023        5/28/2023        12
janeiro        2023        Alfy Fulcher        negócios        Jabberstorm        10/16/2023        11/14/2023        3
novembro        2023        Valery Huggard        cultura e talentos        Browsezoom        5/18/2023        8/10/2023        2
maio        2023        Sollie Burleton        facilities cardinia        Skipfire        1/12/2024        5/28/2023        22
maio        2024        Brier Dew        planejamento        Skyba        4/6/2023        6/27/2023        16
dezembro        2024        Iago De Freyne        criação        Devpoint        4/8/2023        5/14/2023        15
dezembro        2023        Nikola Avramov        criação        Browsedrive        6/10/2023        5/24/2023        5
novembro        2023        Rasia Rising        midia        Trudeo        10/28/2023        4/6/2023        13
janeiro        2023        Gerrie Ramel        experience        Vidoo        6/19/2023        6/18/2023        9
maio        2023        Julieta Crop        produção        Voolia        11/8/2023        6/1/2023        29
maio        2024        Jeannie Crossfield        midia        Jabbercube        10/29/2023        10/25/2023        27
janeiro        2023        Kristopher Spark        planejamento        Gabspot        10/9/2023        4/24/2023        10
janeiro        2023        Colas Wem        midia        Tanoodle        8/5/2023        9/27/2023        9
dezembro        2024        Sisile Munro        cultura e talentos        Digitube        5/21/2023        10/23/2023        28
dezembro        2023        Elfrida Adamo        midia        Youspan        4/6/2023        8/4/2023        7
dezembro        2024        Martguerita Benoy        facilities cardinia        Zoomcast        6/20/2023        6/17/2023        21
maio        2023        Horst Kayser        negócios        Skippad        8/2/2023        6/26/2023        19
novembro        2023        Thorpe Railton        experience        Skimia        4/6/2023        4/18/2023        17
maio        2023        Kimmie Joubert        facilities cardinia        Zoomlounge        10/18/2023        9/14/2023        30
dezembro        2023        Clywd Atheis        produção        Yadel        10/19/2023        1/1/2024        16
maio        2024        Kipp Le Bosse        negócios        Trilith        12/31/2023        1/16/2024        10
janeiro        2023        Mariam Zavittieri        cardinia facilities        Youopia        10/6/2023        7/5/2023        22
dezembro        2023        Mile Heathcote        experience        Twinte        11/3/2023        9/25/2023        16
dezembro        2023        Adrianna Turfrey        facilities cardinia        Thoughtstorm        11/30/2023        11/16/2023        19
maio        2024        Alikee Oley        experience        Trilia        12/15/2023        5/20/2023        28
dezembro        2024        Ronna Andreutti        facilities cardinia        Browsedrive        11/25/2023        11/12/2023        3
maio        2024        Ephrayim Feldklein        negócios        Thoughtmix        1/17/2024        6/16/2023        20
novembro        2023        Wait Wais        planejamento        Twitterbridge        1/15/2024        5/10/2023        19
novembro        2023        Marie-jeanne Simeons        cultura e talentos        Blognation        5/7/2023        5/12/2023        13
maio        2023        Chad Ruecastle        cultura e talentos        Roodel        12/24/2023        8/17/2023        1
dezembro        2023        Shani Thurgood        facilities cardinia        Demizz        4/20/2023        12/24/2023        28
maio        2023        Vachel MacKill        criação        Quatz        11/29/2023        5/5/2023        23
janeiro        2023        Boniface Rickersy        planejamento        Aimbu        7/13/2023        8/13/2023        7
dezembro        2024        Clarence Vasquez        cultura e talentos        Oloo        1/4/2024        9/15/2023        19
maio        2023        Ayn Heinsen        cultura e talentos        Zazio        10/21/2023        11/17/2023        26
dezembro        2024        Gelya Smalcombe        planejamento        Ainyx        6/29/2023        4/29/2023        15
maio        2024        Liuka Duley        criação        Feedmix        12/25/2023        4/24/2023        26
janeiro        2024        Fredrika Hutcheon        criação        Photobug        4/15/2023        12/22/2023        15
maio        2024        Boniface Elis        midia        Zooveo        7/30/2023        10/10/2023        29
novembro        2023        Irita Gammage        planejamento        Ntag        10/31/2023        8/17/2023        24
dezembro        2023        Ferdinande Korneev        experience        Gabtype        12/11/2023        6/2/2023        24
janeiro        2024        Desmund Croughan        experience        Yodo        8/16/2023        8/18/2023        15
janeiro        2024        Thorpe Guppey        planejamento        Zazio        1/19/2024        1/7/2024        2
maio        2023        Ettore Guite        criação        Livetube        8/4/2023        6/22/2023        15
novembro        2024        Rozina Guerin        facilities cardinia        Jabbersphere        9/1/2023        10/11/2023        20
janeiro        2023        Lou Aykroyd        experience        Tazzy        8/6/2023        4/20/2023        1
janeiro        2024        Clementius Simonian        facilities cardinia        Devpulse        10/25/2023        5/23/2023        22
janeiro        2023        Karlotte Juanico        produção        Skyvu        1/14/2024        5/17/2023        29
maio        2023        Angela Bannell        planejamento        Edgepulse        4/20/2023        9/16/2023        28
dezembro        2024        Nedda Knock        experience        Katz        7/13/2023        12/11/2023        21
novembro        2023        Brett Anan        negócios        Dabshots        9/21/2023        1/21/2024        3
janeiro        2024        Modestia Thome        facilities cardinia        Kaymbo        12/2/2023        1/19/2024        29
dezembro        2023        Arda Ziemecki        cardinia facilities        Skidoo        9/14/2023        10/25/2023        29
novembro        2023        Didi Hakewell        negócios        Youspan        9/19/2023        10/13/2023        21
janeiro        2023        Liam Gold        facilities cardinia        Twitterwire        11/1/2023        9/6/2023        22
maio        2023        Luelle Damp        experience        Eazzy        5/14/2023        1/29/2024        13
maio        2024        Faustina Redhouse        cardinia facilities        Thoughtstorm        6/6/2023        10/8/2023        17
janeiro        2023        Isabelita Murt        facilities cardinia        Dabshots        9/14/2023        4/11/2023        15
novembro        2024        Antonella Bayman        cultura e talentos        Quinu        9/18/2023        11/18/2023        22
maio        2023        Beilul Lobbe        planejamento        Abata        7/17/2023        7/25/2023        11
maio        2024        Barty Jewster        experience        Devshare        7/6/2023        8/2/2023        18
janeiro        2023        Ulberto Cantor        midia        Ooba        12/23/2023        7/27/2023        13
dezembro        2024        Kathryn Rowbottam        cardinia facilities        Zoomlounge        7/6/2023        7/28/2023        30
novembro        2023        Nye Jodlowski        midia        Kwinu        4/15/2023        9/29/2023        12
maio        2023        Donica Quene        cultura e talentos        Agimba        8/28/2023        12/17/2023        6
maio        2023        Barb McTurk        experience        Skinte        12/26/2023        11/1/2023        24
janeiro        2023        Aube Cockaday        produção        Zoozzy        12/25/2023        11/8/2023        13
janeiro        2024        Harri Essam        negócios        Yodel        11/9/2023        1/27/2024        1
novembro        2024        Thorny Balderston        produção        Chatterbridge        10/21/2023        7/24/2023        9
janeiro        2023        Kirby MacBarron        criação        Gabspot        12/27/2023        10/2/2023        4
janeiro        2023        Madalena Shoobridge        cardinia facilities        Skivee        11/2/2023        8/20/2023        16
janeiro        2023        Ronalda Duggan        produção        Cogibox        9/11/2023        10/26/2023        24
janeiro        2024        Margie Snassell        facilities cardinia        Youbridge        12/19/2023        9/16/2023        30
maio        2023        Lani Trenholme        experience        Skalith        8/2/2023        11/16/2023        26
novembro        2023        Arel Ollander        midia        Youspan        12/21/2023        5/18/2023        1
janeiro        2023        Holt Westby        produção        Oodoo        1/7/2024        5/23/2023        0
maio        2024        Gerry Blunsom        cultura e talentos        Yamia        8/21/2023        5/9/2023        3
janeiro        2024        Shir Hugin        experience        Trudoo        6/5/2023        1/29/2024        12
dezembro        2024        Sheryl Krout        planejamento        Abata        12/21/2023        5/9/2023        22
